Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2012;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2012;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2012;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2012;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2012;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2012;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2013;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2013;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2013;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2013;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2013;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2013;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2013;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2014;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2014;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2014;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2014;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2014;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2014;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2014;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2015;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2015;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2015;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2015;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2015;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2015;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2015;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2016;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2016;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2016;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;19;SICILIA              ;924;190924;aorpapardopiemonte;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2016;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2016;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2016;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';s.s. 113 Contrada Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2016;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2017;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2017;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2017;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;19;SICILIA              ;924;190924;Azienda Ospedaliera Papardo;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2017;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2017;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2017;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';SS.113 Via Palermo C / Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2017;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2018;19;SICILIA              ;921;190921;A.O. per l'Emergenza Cannizzaro;via Messina 829;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2018;19;SICILIA              ;922;190922;ARNAS GARIBALDI;PIAZZA SANTA MARIA DI GESU', 5/7;87015;CATANIA                                 ;CT;0;Azienda Ospedaliera
2018;19;SICILIA              ;923;190923;A.O.U. POLICLINICO - VITTORIO EMANUELE;VIA SANTA SOFIA 78;87015;CATANIA                                 ;CT;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;19;SICILIA              ;924;190924;Azienda Ospedaliera Papardo;contrada papardo;83048;MESSINA                                 ;ME;0;Azienda Ospedaliera
2018;19;SICILIA              ;925;190925;Azienda Osp. Univ. G. Martino;viale gazzi;83048;MESSINA                                 ;ME;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;19;SICILIA              ;926;190926;A.O.R Villa Sofia Cervello;Viale Strasburgo, 233;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2018;19;SICILIA              ;927;190927;Azienda Ospedaliera 'Civico-Di Cristina-;Piazza Nicola Leotta, 4;82053;PALERMO                                 ;PA;0;Azienda Ospedaliera
2018;19;SICILIA              ;928;190928;AZ.OSP.UNIV.P.GIACCONE;Via del Vespro n. 129;82053;PALERMO                                 ;PA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;19;SICILIA              ;960;190960;IRCCS Centro Neurolesi 'Bonino Pulejo';SS.113 Via Palermo C / Casazza;83048;MESSINA                                 ;ME;3.1;IRCCS pubblico
2018;19;SICILIA              ;970;190970;Dipartimento Rizzoli-Sicilia;SS13 al km 246;82006;BAGHERIA                                ;PA;3.1;IRCCS pubblico
2011;20;SARDEGNA             ;108;200903;I.N.R.C.A.;VIA DELLE CICALE 11;92009;CAGLIARI                                ;CA;3.1;IRCCS pubblico
2011;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2011;20;SARDEGNA             ;905;200905;AZIENDA OSPED. UNIVERSITARIA SASSARI;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2011;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;20;SARDEGNA             ;108;200903;I.N.R.C.A.;VIA DELLE CICALE 11;92009;CAGLIARI                                ;CA;3.1;IRCCS pubblico
2012;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2012;20;SARDEGNA             ;905;200905;AZIENDA OSPED. UNIVERSITARIA SASSARI;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2012;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2013;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2013;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2014;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2014;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2015;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2015;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2016;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2016;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2017;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2017;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;20;SARDEGNA             ;904;200904;AZIENDA OSPEDALIERA G.BROTZU;PIAZZALE A. RICCHI N. 1;92009;CAGLIARI                                ;CA;0;Azienda Ospedaliera
2018;20;SARDEGNA             ;905;200905;AZIENDA OSPEDALIERO UNIVERSITARIA SS;VIA COPPINO N° 26;90064;SASSARI                                 ;SS;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
2018;20;SARDEGNA             ;906;200906;A.O.U. Cagliari;via Ospeale, 46;92009;CAGLIARI                                ;CA;2.1;Azienda Ospedaliera universitaria integrata con il Servizio Sanitario Nazionale
